Namespace(batch_size=1024, dataset='zinc12k', decode_channels=256, decode_layers=3, device=0, dropout=0.5, epochs=400, eval_steps=1, graph_batch=128, hidden_channels=128, log_steps=1, lr=0.001, mask_ratio=0.8, mask_type='dm', num_layers=2, patience=50, runs=1, seed=42, use_sage='GCN', use_valedges_as_input=False)
Start training with mask ratio=0.8
Epoch: 01, Best_epoch: 01, Best_valid: 59.34, Loss: 0.4199, 
Epoch: 71, Best_epoch: 25, Best_valid: 73.86, Loss: 0.0000, 
***************
Epoch: 72, Best_epoch: 25, Best_valid: 73.86, Loss: 0.0000, 
***************
Epoch: 73, Best_epoch: 25, Best_valid: 73.86, Loss: 0.0000, 
***************
Epoch: 74, Best_epoch: 25, Best_valid: 73.86, Loss: 0.0000, 
***************
Epoch: 75, Best_epoch: 25, Best_valid: 73.86, Loss: 0.0000, 
***************
Early stop at 75
